College,Major,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024
San Francisco ,"Gay, Lesbian, Bisexual and Transgender Studies-220140",0,0,0,0,0,0,9,7,4,1
San Francisco ,Geographic Information Systems-220610,10,5,7,8,13,14,8,11,4,24
San Francisco ,Geography-220600,0,0,0,1,1,4,1,0,1,1
San Francisco ,Geology-191400,0,1,1,0,0,0,0,0,0,0
San Francisco ,German-110300,0,1,1,3,0,2,0,0,0,0
San Francisco ,Graphic Art and Design-103000,42,40,35,43,47,57,26,42,32,58
San Francisco ,Health Education-083700,0,0,0,0,16,14,15,27,20,17
San Francisco ,Health Facility Unit Coordinator-120830,0,0,0,0,0,0,0,22,3,9
San Francisco ,Health Information Coding-122310,24,11,6,4,4,2,2,5,8,2
San Francisco ,Health Information Technology-122300,85,48,31,25,33,22,13,56,61,26
San Francisco ,"Health Occupations, General-120100",0,0,0,0,0,1,2,2,1,3
San Francisco ,"Health Professions, Transfer Core Curriculum-126000",22,12,18,24,0,0,0,0,0,0
San Francisco ,History-220500,5,5,1,1,7,9,6,7,5,7
San Francisco ,Home Health Aide-123080,0,8,9,25,25,14,2,37,18,0
San Francisco ,Horticulture-010900,0,0,0,0,3,4,3,4,1,1
San Francisco ,Hospitality-130700,0,0,0,0,0,0,4,10,6,5
San Francisco ,Human Services-210400,0,0,0,0,0,9,0,10,8,11
San Francisco ,Humanities and Fine Arts-490310,255,212,176,153,200,181,0,0,0,0
San Francisco ,Humanities-490300,0,0,0,0,0,0,0,0,1,3
San Francisco ,Infants and Toddlers-130590,48,61,43,36,91,117,120,120,160,153
San Francisco ,"Information Technology, General-070100",7,7,17,9,11,2,1,0,0,0
San Francisco ,Interior Design and Merchandising-130200,2,2,3,4,6,14,12,14,14,13
San Francisco ,International Business and Trade-050800,6,11,5,7,9,10,1,2,1,0
San Francisco ,Italian-110400,1,3,3,2,7,15,4,3,0,2
San Francisco ,Japanese-110800,5,8,7,1,7,14,12,29,13,10
San Francisco ,Journalism-060200,3,2,6,7,8,4,4,10,4,7
San Francisco ,Kinesiology-127000,0,0,0,0,0,0,0,7,11,4
San Francisco ,Labor and Industrial Relations-051600,1,0,0,0,0,0,0,1,1,0
San Francisco ,Landscape Design and Maintenance-010910,19,9,23,13,8,14,10,11,3,6
San Francisco ,Legal and Community Interpretation-214000,0,0,0,0,0,6,39,21,18,19
San Francisco ,"Liberal Arts and Sciences, General-490100",8,3,9,4,7,5,496,454,352,348
San Francisco ,Library Technician (Aide)-160200,15,12,29,33,21,35,36,45,32,34
San Francisco ,Licensed Vocational Nursing-123020,45,37,45,35,32,19,34,43,22,21
San Francisco ,Lodging Management-130720,6,13,7,3,8,9,0,0,0,0
San Francisco ,Machining and Machine Tools-095630,0,0,0,0,0,4,0,0,0,2
San Francisco ,Management Development and Supervision-050630,21,12,16,13,19,4,26,27,16,10
San Francisco ,Manufacturing and Industrial Technology-095600,0,1,1,2,6,2,0,0,1,0
San Francisco ,Marketing and Distribution-050900,12,18,13,17,22,24,28,18,22,23
San Francisco ,"Mathematics, General-170100",29,39,30,35,48,43,42,31,31,57
San Francisco ,Medical Assisting-120800,41,40,35,40,29,40,40,60,59,41
San Francisco ,"Motorcycle, Outboard and Small Engine Repair-094830",26,12,12,6,7,8,9,1,3,7
San Francisco ,Multimedia-061410,27,26,12,11,0,8,12,5,5,1
San Francisco ,Music-100400,0,0,0,0,0,1,0,1,2,0
San Francisco ,Nursery Technology-010930,0,3,1,6,0,0,0,0,0,0
San Francisco ,"Nutrition, Foods, and Culinary Arts-130600",13,16,12,9,13,0,0,4,2,1
San Francisco ,Oceangraphy-191900,0,0,0,0,0,0,0,0,1,2
San Francisco ,Office Technology/Office Computer Applications-051400,7,5,10,5,6,6,10,42,24,7
San Francisco ,Other Biological Sciences-049900,0,0,0,0,0,9,302,90,183,114
San Francisco ,Other Commercial Services-309900,0,0,0,0,0,0,196,112,23,46
San Francisco ,Other Health Occupations-129900,37,51,24,53,42,8,3,1,1,1
San Francisco ,Other Interdisciplinary Studies-499900,19,11,20,22,35,21,23,21,10,9
San Francisco ,Other Social Sciences-229900,6,3,2,3,0,0,0,0,0,0
San Francisco ,Paralegal-140200,13,9,3,6,19,13,23,14,13,14
San Francisco ,Paramedic-125100,36,13,2,2,45,21,9,10,16,19
San Francisco ,Pharmacy Technology-122100,22,22,23,19,14,11,31,5,15,28
San Francisco ,Philosophy-150900,0,0,0,0,0,0,0,4,1,6
San Francisco ,Phlebotomy-120510,0,0,0,0,0,0,0,42,44,38
San Francisco ,Photography-101100,3,4,2,3,3,7,0,1,0,2
San Francisco ,Physical Fitness and Body Movement-083510,0,0,0,0,0,0,0,0,2,0
San Francisco ,"Physics, General-190200",9,10,7,6,8,2,0,4,3,3
San Francisco ,"Plumbing, Pipefitting and Steamfitting-095230",3,7,5,10,6,16,5,1,0,4
San Francisco ,Political Science-220700,5,5,12,8,9,17,13,17,17,8
San Francisco ,Printing and Lithography-093600,0,0,0,1,0,0,0,0,0,0
San Francisco ,"Psychology, General-200100",56,67,47,55,74,56,94,73,64,77
San Francisco ,Radiation Therapy Technician-122600,5,0,0,0,0,0,0,0,0,0
San Francisco ,Radio and Television-060400,0,0,3,23,18,40,20,18,8,19
San Francisco ,Radio-060410,6,4,4,0,0,0,0,0,0,0
San Francisco ,Radiologic Technology-122500,23,22,29,28,21,21,12,22,26,13
San Francisco ,Real Estate-051100,15,16,12,18,29,26,21,27,29,37
San Francisco ,Registered Nursing-123010,79,71,77,81,78,85,80,81,84,77
San Francisco ,Restaurant and Food Services and Management-130710,4,10,6,6,7,11,3,4,7,3
San Francisco ,Retail Store Operations and Management-050650,0,0,1,1,3,0,0,0,0,0
San Francisco ,Russian-110600,0,0,0,0,1,7,0,2,0,0
San Francisco ,Secondary Education (Grades 9-12) and G.E.D.-493062,0,0,0,0,0,0,51,59,36,56
San Francisco ,Small Business and Entrepreneurship-050640,0,0,0,0,0,0,2,2,6,5
San Francisco ,Social Justice Studies-220130,0,0,0,0,0,5,4,9,4,5
San Francisco ,Social Justice: Asian American Studies-220190,0,0,0,0,0,0,0,3,1,2
San Francisco ,Social Justice: Ethnic Studies-220150,0,0,0,0,12,5,12,8,2,4
San Francisco ,Social Justice: Gender Studies-220170,0,0,0,0,2,0,3,6,1,2
San Francisco ,"Social Sciences, General-220100",435,354,272,301,314,312,0,0,0,0
San Francisco ,Sociology-220800,23,16,20,26,37,33,44,34,21,32
San Francisco ,Software Applications-070210,0,0,0,0,0,0,0,1,3,0
San Francisco ,Spanish-110500,16,9,12,8,7,25,11,21,9,12
San Francisco ,Speech Communication-150600,11,17,15,10,12,16,23,13,16,8
San Francisco ,Television (including combined TV/Film/Video)-060420,28,26,32,21,32,32,19,20,30,13
San Francisco ,The School Age Child-130550,17,15,13,13,18,16,6,4,15,6
San Francisco ,Transfer Studies-490110,254,219,218,214,572,459,492,375,413,400
San Francisco ,Travel Services and Tourism-300900,45,33,21,9,30,45,18,0,0,0
San Francisco ,Vocational ESL-493100,0,0,0,0,0,9,64,78,126,59
San Francisco ,Website Design and Development-061430,1,0,1,1,0,0,0,0,0,0
San Francisco ,Welding Technology-095650,1,0,0,0,0,2,1,0,0,0
San Francisco ,Women's Studies-220110,1,1,1,2,3,2,0,2,0,1
San Francisco ,World Wide Web Administration-070900,13,6,5,7,5,8,4,0,1,0
San Francisco Ctrs ,Accounting-050200,28,23,31,14,5,24,0,0,0,0
San Francisco Ctrs ,Business Administration-050500,0,0,0,0,1,0,0,0,0,0
San Francisco Ctrs ,Construction Crafts Technology-095200,1,0,0,0,0,0,0,0,0,0
San Francisco Ctrs ,Culinary Arts-130630,42,32,20,34,65,19,0,0,0,0
San Francisco Ctrs ,Custodial Services-300500,0,0,0,0,0,6,0,0,0,0
San Francisco Ctrs ,English as a Second Language - Integrated-493087,1,0,616,670,4,"1,484",0,0,0,0
San Francisco Ctrs ,English as a Second Language - Listening and Speaking-493086,0,0,0,2,0,"1,282",0,0,0,0
San Francisco Ctrs ,Hospital and Health Care Administration-120200,0,0,0,0,20,0,0,0,0,0
San Francisco Ctrs ,Office Technology/Office Computer Applications-051400,126,88,24,18,16,18,0,0,0,0
San Francisco Ctrs ,Other Commercial Services-309900,0,0,0,132,179,90,0,0,0,0
San Francisco Ctrs ,Other Health Occupations-129900,0,0,0,1,0,0,0,0,0,0
San Francisco Ctrs ,Secondary Education (Grades 9-12) and G.E.D.-493062,98,84,111,104,0,0,0,0,0,0
San Francisco Ctrs ,Small Business and Entrepreneurship-050640,4,6,17,3,8,8,0,0,0,0
San Francisco Ctrs ,Software Applications-070210,0,0,0,0,0,18,0,0,0,0
San Francisco Ctrs ,Vocational ESL-493100,23,20,20,18,8,1,0,0,0,0
San Joaquin Delta ,Accounting-050200,75,70,86,77,94,76,90,120,75,74
San Joaquin Delta ,Administration of Justice-210500,62,76,89,117,98,89,115,100,99,87
San Joaquin Delta ,Agricultural Power Equipment Technology-011600,4,4,4,4,7,4,1,5,0,1
San Joaquin Delta ,"Agriculture Business, Sales and Service-011200",2,2,2,1,1,3,3,2,5,3
San Joaquin Delta ,Alcohol and Controlled Substances-210440,19,14,11,15,4,12,4,12,8,11
San Joaquin Delta ,Animal Science-010200,1,1,0,0,0,0,0,2,0,0
San Joaquin Delta ,Anthropology-220200,0,7,2,2,3,5,5,6,9,6
San Joaquin Delta ,Applied Photography-101200,0,0,0,2,2,1,0,0,0,2
San Joaquin Delta ,Architecture and Architectural Technology-020100,6,1,3,0,0,3,3,0,1,7
San Joaquin Delta ,Art-100200,16,14,13,14,21,11,12,20,18,24
San Joaquin Delta ,Automotive Collision Repair-094900,17,25,50,42,30,5,1,5,11,2
San Joaquin Delta ,Automotive Technology-094800,45,59,42,51,91,53,17,23,82,95
San Joaquin Delta ,Banking and Finance-050400,20,5,1,0,0,0,0,0,0,0
San Joaquin Delta ,Biological and Physical Sciences (and Mathematics)-490200,301,324,285,266,298,295,382,508,446,414
San Joaquin Delta ,Business Administration-050500,20,31,42,40,41,57,94,138,109,123
San Joaquin Delta ,"Business and Commerce, General-050100",153,179,243,208,196,146,192,161,173,195
San Joaquin Delta ,Carpentry-095210,1,0,0,0,0,0,0,0,0,0
San Joaquin Delta ,Child Development Administration and Management-130580,0,3,1,2,0,1,1,4,4,0
San Joaquin Delta ,Child Development/Early Care and Education-130500,30,57,72,64,85,23,40,71,63,67
San Joaquin Delta ,Chinese-110700,3,2,1,3,0,0,0,0,0,0
San Joaquin Delta ,Civil and Construction Management Technology-095700,0,2,1,0,0,1,0,0,0,0
San Joaquin Delta ,Civil Drafting-095320,1,0,0,0,0,0,0,0,0,0
San Joaquin Delta ,Computer Information Systems-070200,18,14,16,17,15,12,16,19,17,21
San Joaquin Delta ,Computer Networking-070810,12,35,28,43,44,24,33,42,21,18
San Joaquin Delta ,Computer Programming-070710,0,0,3,1,1,0,3,0,2,2
San Joaquin Delta ,Computer Science (Transfer)-070600,0,1,1,5,1,5,10,7,10,17
San Joaquin Delta ,Corrections-210510,22,13,11,8,4,9,7,5,12,8
San Joaquin Delta ,Culinary Arts-130630,31,46,37,46,54,54,33,28,16,21
San Joaquin Delta ,Dance-100800,0,1,2,1,1,1,1,0,0,0
San Joaquin Delta ,Diesel Technology-094700,13,10,6,17,21,6,5,11,9,11
San Joaquin Delta ,Digital Media-061400,0,0,0,0,0,0,0,0,9,22
San Joaquin Delta ,Drafting Technology-095300,8,12,10,21,20,1,4,15,9,19
San Joaquin Delta ,Dramatic Arts-100700,7,4,4,2,5,3,3,4,8,10
San Joaquin Delta ,Educational Aide (Teacher Assistant)-080200,0,0,0,0,0,0,1,0,1,3
San Joaquin Delta ,Electrical-095220,0,0,11,11,28,36,21,56,24,69
San Joaquin Delta ,Electro-Mechanical Technology-093500,0,0,2,7,1,2,3,4,4,4
San Joaquin Delta ,Electron Microscopy-093470,13,23,25,28,19,9,8,15,11,13
San Joaquin Delta ,Electronics and Electric Technology-093400,11,16,9,16,4,1,1,1,1,2
San Joaquin Delta ,"Engineering Technology, General (requires Trigonometry)-092400",1,1,0,0,0,0,0,0,0,0
San Joaquin Delta ,"Engineering, General (requires Calculus) (Transfer)-090100",2,5,2,6,4,9,6,12,30,16
San Joaquin Delta ,English-150100,24,19,21,20,29,27,28,39,30,30
San Joaquin Delta ,Environmental Control Technology-094600,23,16,19,11,16,8,19,14,7,15
San Joaquin Delta ,"Family and Consumer Sciences, General-130100",19,17,16,13,18,10,14,9,9,3
San Joaquin Delta ,Fashion Design-130310,6,3,9,9,11,2,1,1,4,1
San Joaquin Delta ,Fashion Merchandising-130320,6,4,8,0,8,1,4,3,3,2
San Joaquin Delta ,Fashion Production-130330,0,0,0,1,2,0,0,0,2,1
San Joaquin Delta ,"Fine Arts, General-100100",0,1,0,1,3,5,1,3,6,7
San Joaquin Delta ,Fire Technology-213300,3,4,1,0,0,0,0,0,0,0
San Joaquin Delta ,Fitness Trainer-083520,6,2,6,7,3,5,2,0,4,3
San Joaquin Delta ,"Foreign Languages, General-110100",0,0,0,0,0,0,0,0,6,2
San Joaquin Delta ,French-110200,3,4,2,5,1,1,1,0,0,0
San Joaquin Delta ,Geology-191400,0,0,2,0,1,0,0,0,0,0
San Joaquin Delta ,Graphic Art and Design-103000,14,8,10,11,16,20,12,13,18,15
San Joaquin Delta ,"Health Occupations, General-120100",0,0,25,59,77,86,89,155,116,96
San Joaquin Delta ,Heavy Equipment Maintenance-094720,27,24,38,36,47,44,57,32,68,91
San Joaquin Delta ,History-220500,11,13,7,21,27,18,8,23,22,16
San Joaquin Delta ,Horticulture-010900,2,1,0,1,3,4,0,4,2,2
San Joaquin Delta ,Human Services-210400,11,10,1,2,2,2,4,8,2,6
San Joaquin Delta ,Humanities-490300,163,152,699,"1,001","1,085","1,087","1,193","1,453","1,227","1,191"
San Joaquin Delta ,Industrial Systems Technology and Maintenance-094500,2,5,2,3,4,2,1,2,1,0
San Joaquin Delta ,"Information Technology, General-070100",0,0,1,0,0,0,2,0,3,1
San Joaquin Delta ,Interior Design and Merchandising-130200,2,8,10,7,6,6,17,5,10,7
San Joaquin Delta ,International Business and Trade-050800,0,1,0,0,0,0,0,0,0,0
San Joaquin Delta ,Japanese-110800,4,4,6,3,1,1,1,0,0,0
San Joaquin Delta ,Journalism-060200,0,1,1,3,3,4,4,3,1,4
San Joaquin Delta ,Kinesiology-127000,0,0,5,4,6,8,12,16,13,10
San Joaquin Delta ,Landscape Design and Maintenance-010910,0,0,2,6,1,2,1,3,3,1
San Joaquin Delta ,"Law, General-140100",0,0,0,0,46,27,30,37,17,40
San Joaquin Delta ,Liberal Studies-490120,635,630,497,288,122,31,8,4,0,4
San Joaquin Delta ,Licensed Vocational Nursing-123020,2,0,0,0,0,0,0,0,0,0
San Joaquin Delta ,Logistics and Materials Transportation-051000,0,4,2,8,0,0,4,5,5,6
San Joaquin Delta ,Machining and Machine Tools-095630,3,25,8,4,4,1,4,3,0,2
San Joaquin Delta ,Management Development and Supervision-050630,13,10,7,13,4,4,7,1,5,6
San Joaquin Delta ,Marketing and Distribution-050900,6,2,2,2,0,2,1,1,1,2
San Joaquin Delta ,Mass Communications-061000,0,0,0,0,0,0,0,4,0,1
San Joaquin Delta ,"Mathematics, General-170100",12,20,23,19,34,19,34,31,23,17
San Joaquin Delta ,Mechanical Drafting-095340,10,5,3,7,11,3,1,12,7,6
San Joaquin Delta ,"Media and Communications, General-060100",12,7,5,3,1,0,0,0,0,0
San Joaquin Delta ,Medical Office Technology-051420,0,0,19,17,14,19,12,17,18,27
San Joaquin Delta ,Multimedia-061410,0,0,0,0,0,0,2,3,1,5
San Joaquin Delta ,Music-100400,2,3,1,4,3,3,2,3,2,6
San Joaquin Delta ,Nursery Technology-010930,0,0,0,2,1,2,0,1,2,0
San Joaquin Delta ,Office Management-051440,30,9,7,9,7,8,10,8,6,15
San Joaquin Delta ,Office Technology/Office Computer Applications-051400,0,26,17,18,11,14,20,15,15,28
San Joaquin Delta ,Other Business and Management-059900,0,1,2,0,0,1,0,1,1,0
San Joaquin Delta ,Other Engineering and Related Industrial Technologies-099900,1,3,0,0,0,0,0,0,0,0
San Joaquin Delta ,Paralegal-140200,0,0,0,0,0,0,2,4,8,3
San Joaquin Delta ,Photography-101100,1,1,4,5,4,4,3,4,0,1
San Joaquin Delta ,Physical Education-083500,3,0,1,7,3,2,3,1,1,4
San Joaquin Delta ,"Physics, General-190200",2,6,3,6,4,7,10,9,15,8
San Joaquin Delta ,Plant Science-010300,1,0,1,0,0,2,0,1,1,4
San Joaquin Delta ,Police Academy-210550,0,0,492,134,54,48,63,53,49,14
San Joaquin Delta ,Political Science-220700,2,4,7,12,8,13,13,10,12,4
San Joaquin Delta ,Preshool Age Children-130540,22,39,42,41,43,27,50,53,44,20
San Joaquin Delta ,Psychiatric Technician-123900,97,65,66,71,74,72,39,98,62,30
San Joaquin Delta ,"Psychology, General-200100",51,66,63,66,94,95,236,265,231,195
San Joaquin Delta ,Radio and Television-060400,4,6,10,8,16,7,7,4,2,1
San Joaquin Delta ,Radio-060410,0,2,3,0,2,0,0,0,0,0
San Joaquin Delta ,Radiologic Technology-122500,10,10,9,1,1,1,7,3,3,1
San Joaquin Delta ,Real Estate-051100,3,7,8,3,9,10,12,19,27,57
San Joaquin Delta ,Recreation Assistant-083610,0,1,0,2,0,0,0,0,0,0
San Joaquin Delta ,Registered Nursing-123010,82,92,105,91,109,110,123,122,126,115
San Joaquin Delta ,Retail Store Operations and Management-050650,17,12,19,13,10,7,13,3,4,5
San Joaquin Delta ,Sign Language-085000,11,7,15,12,2,1,7,9,4,6
San Joaquin Delta ,Small Business and Entrepreneurship-050640,0,0,0,0,0,0,5,2,6,7
San Joaquin Delta ,Social Justice Studies-220130,0,0,0,0,0,0,1,0,5,6
San Joaquin Delta ,"Social Sciences, General-220100",370,402,321,178,91,18,5,1,0,0
San Joaquin Delta ,Software Applications-070210,0,0,0,0,0,0,0,0,1,0
San Joaquin Delta ,Spanish-110500,16,23,24,24,40,56,77,58,69,50
San Joaquin Delta ,Speech Communication-150600,9,23,23,25,24,17,22,21,39,22
San Joaquin Delta ,Speech/Language Pathology and Audiology-122000,18,15,17,16,26,22,25,14,40,44
San Joaquin Delta ,Tax Studies-050210,3,2,1,5,2,3,3,4,7,16
San Joaquin Delta ,Technical Theater-100600,1,2,2,4,5,1,0,2,2,2
San Joaquin Delta ,Television (including combined TV/Film/Video)-060420,1,1,3,5,2,1,0,0,0,0
San Joaquin Delta ,Transfer Studies-490110,126,56,92,69,105,65,11,55,62,59
San Joaquin Delta ,Turfgrass Technology-010940,0,0,0,0,1,0,0,0,0,0
San Joaquin Delta ,Welding Technology-095650,1,6,5,3,55,20,23,36,39,31
San Joaquin Delta ,World Wide Web Administration-070900,0,0,0,1,0,0,0,0,0,0
San Jose City ,Accounting-050200,24,20,37,18,17,21,25,19,15,22
San Jose City ,Administration of Justice-210500,37,28,27,27,39,33,43,32,15,19
San Jose City ,Alcohol and Controlled Substances-210440,28,29,34,27,20,15,14,37,12,21
San Jose City ,Art-100200,10,4,7,14,10,4,10,16,4,11
San Jose City ,Biological and Physical Sciences (and Mathematics)-490200,79,87,64,99,88,82,120,122,65,68
San Jose City ,"Biology, General-040100",4,3,0,0,0,0,0,7,6,6
San Jose City ,Business Administration-050500,61,94,90,84,75,71,95,93,60,62
San Jose City ,"Business and Commerce, General-050100",1,1,0,0,0,0,0,0,0,0
San Jose City ,Business Management-050600,9,10,7,9,13,2,4,11,10,9
San Jose City ,"Chemistry, General-190500",13,12,5,6,2,6,8,1,2,4
San Jose City ,Child and Adolescent Development-130510,0,0,0,0,0,5,15,18,16,18
San Jose City ,Child Development/Early Care and Education-130500,27,42,36,86,62,90,53,69,66,43
San Jose City ,Children with Special Needs-130520,0,0,0,4,1,8,6,5,5,1
San Jose City ,Clinical Medical Assisting-120810,20,25,41,58,72,57,52,47,74,52
San Jose City ,Community Health Care Worker-126100,0,0,0,0,1,0,0,0,0,0
San Jose City ,Computer Information Systems-070200,0,0,0,0,0,3,5,83,22,30
San Jose City ,Computer Networking-070810,15,15,8,25,21,24,44,37,29,22
San Jose City ,Computer Programming-070710,14,13,8,21,26,14,34,42,34,15
San Jose City ,Computer Science (Transfer)-070600,1,0,0,0,0,0,0,0,0,0
San Jose City ,Construction Crafts Technology-095200,38,28,26,45,41,59,46,46,62,54
San Jose City ,Cosmetology and Barbering-300700,148,84,131,113,100,103,95,95,115,110
San Jose City ,Dance-100800,0,0,2,3,2,0,2,1,2,2
San Jose City ,Dental Assistant-124010,54,86,29,47,49,48,36,40,43,36
San Jose City ,Digital Media-061400,3,2,0,0,1,5,7,3,0,4
San Jose City ,Dramatic Arts-100700,0,0,0,0,0,0,3,1,1,0
San Jose City ,Economics-220400,1,5,4,4,13,10,13,31,14,23
San Jose City ,"Engineering, General (requires Calculus) (Transfer)-090100",0,0,0,0,0,0,0,0,0,2
San Jose City ,English-150100,1,1,3,3,6,7,6,5,5,3
San Jose City ,Environmental Control Technology-094600,53,66,76,68,63,94,76,54,39,42
San Jose City ,Ethnic Studies-220300,2,0,0,0,0,0,0,0,0,0
San Jose City ,"Family and Consumer Sciences, General-130100",2,2,1,0,0,0,0,0,0,0
San Jose City ,"Fine Arts, General-100100",0,0,0,0,0,2,4,5,1,3
San Jose City ,Geography-220600,0,0,0,0,1,1,0,1,0,0
San Jose City ,Global Studies-221020,0,0,0,0,0,3,2,1,0,1
San Jose City ,"Health Occupations, General-120100",0,0,0,0,0,0,0,0,3,4
San Jose City ,History-220500,0,0,0,0,0,0,3,3,2,3
San Jose City ,Humanities and Fine Arts-490310,43,27,22,33,45,43,66,65,41,49
San Jose City ,Industrial Systems Technology and Maintenance-094500,8,8,2,8,9,4,6,10,12,2
San Jose City ,Journalism-060200,0,0,0,0,1,0,4,1,1,1
San Jose City ,Kinesiology-127000,5,14,7,15,13,9,10,15,8,8
San Jose City ,Labor and Industrial Relations-051600,2,0,1,0,0,0,0,0,0,0
San Jose City ,Laser and Optical Technology-093480,14,5,8,16,15,14,16,15,3,2
San Jose City ,"Law, General-140100",0,0,0,0,0,0,0,3,1,1
San Jose City ,"Liberal Arts and Sciences, General-490100",167,182,126,178,180,209,249,239,148,182
San Jose City ,Liberal Studies-490120,1,0,3,0,2,1,2,1,0,0
San Jose City ,Machining and Machine Tools-095630,33,30,34,33,28,32,18,9,10,22
San Jose City ,Marketing and Distribution-050900,5,3,6,4,6,3,4,24,15,13
San Jose City ,"Mathematics, General-170100",6,8,20,19,21,15,32,25,12,9
San Jose City ,Medical Assisting-120800,20,20,21,24,35,22,25,20,25,17
San Jose City ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,0,1,2,3,0,3
San Jose City ,Office Technology/Office Computer Applications-051400,4,1,1,0,6,4,2,3,3,3
San Jose City ,Other Media and Communications-069900,6,1,1,1,0,3,1,2,0,0
San Jose City ,"Physical Sciences, General-190100",1,1,0,0,0,0,0,0,0,0
San Jose City ,Political Science-220700,0,0,0,1,1,10,9,8,6,7
San Jose City ,"Psychology, General-200100",6,17,21,33,33,45,62,53,47,43
San Jose City ,Real Estate-051100,0,0,1,0,0,0,0,2,0,0
San Jose City ,Small Business and Entrepreneurship-050640,4,3,6,7,7,3,3,23,15,14
San Jose City ,Social Justice Studies-220130,0,0,0,0,0,0,0,6,6,8
San Jose City ,Social Justice: African American Studies-220180,0,0,0,0,0,0,0,0,5,3
San Jose City ,Social Justice: Asian American Studies-220190,0,0,0,0,0,0,0,0,0,3
San Jose City ,Social Justice: Chicano Studies-220160,0,0,0,0,0,0,0,5,6,7
San Jose City ,Social Justice: Gender Studies-220170,0,0,0,0,0,0,0,1,4,5
San Jose City ,Sociology-220800,0,0,0,4,19,39,46,40,28,23
San Jose City ,Spanish-110500,0,0,0,0,0,1,4,3,1,2
San Jose City ,Speech Communication-150600,13,21,25,33,39,35,34,19,10,17
San Jose City ,Transfer Studies-490110,13,16,223,108,111,118,189,212,197,140
San Jose City ,Website Design and Development-061430,3,5,2,0,0,5,5,1,0,0
San Jose City ,World Wide Web Administration-070900,0,3,0,9,8,4,0,10,9,5
San Mateo ,Accounting-050200,175,108,91,93,91,52,88,49,29,40
San Mateo ,Administration of Justice-210500,87,77,70,89,63,59,60,53,40,49
San Mateo ,Alcohol and Controlled Substances-210440,28,10,15,9,9,5,6,4,5,8
San Mateo ,Anthropology-220200,0,0,2,2,0,0,0,2,2,0
San Mateo ,Architecture and Architectural Technology-020100,2,3,7,6,3,8,4,6,6,9
San Mateo ,Art-100200,3,7,8,2,7,2,17,10,2,8
San Mateo ,Astronomy-191100,2,1,0,2,1,0,0,0,0,1
San Mateo ,Biological and Physical Sciences (and Mathematics)-490200,1,2,3,0,2,2,8,2,0,2
San Mateo ,"Biology, General-040100",8,7,21,13,22,20,19,24,24,27
San Mateo ,Biotechnology and Biomedical Technology-043000,6,6,7,10,13,7,3,2,2,3
San Mateo ,Business Administration-050500,59,88,91,101,124,101,126,122,114,141
San Mateo ,"Business and Commerce, General-050100",32,29,22,19,30,27,11,6,0,0
San Mateo ,Business Management-050600,17,13,14,13,14,9,18,15,16,6
San Mateo ,"Chemistry, General-190500",8,1,6,8,2,5,6,10,3,9
San Mateo ,Coaching-083560,0,0,0,0,0,0,1,2,1,1
San Mateo ,Commercial Art-101300,0,1,0,0,0,0,0,0,0,0
San Mateo ,Computer Infrastructure and Support-070800,4,4,0,0,0,0,0,0,0,0
San Mateo ,Computer Programming-070710,0,3,2,4,9,11,12,10,8,7
San Mateo ,Computer Science (Transfer)-070600,5,16,9,11,18,17,26,22,25,37
San Mateo ,Computer Software Development-070700,76,88,109,72,90,7,17,22,15,35
San Mateo ,Construction Inspection-095720,4,3,2,5,3,5,14,7,6,14
San Mateo ,Cosmetology and Barbering-300700,35,65,39,41,36,15,25,15,24,34
San Mateo ,Creative Writing-150700,0,0,0,0,0,0,0,0,0,1
San Mateo ,Dance-100800,0,0,0,0,1,0,0,0,0,1
San Mateo ,Dental Assistant-124010,24,38,12,20,16,4,15,16,14,20
San Mateo ,Digital Media-061400,38,33,19,31,24,13,27,19,15,20
San Mateo ,Drafting Technology-095300,8,5,2,2,3,5,7,2,7,1
San Mateo ,Economics-220400,0,26,48,52,81,52,77,44,43,68
San Mateo ,Electrical-095220,1,0,16,1,0,0,0,1,0,0
San Mateo ,Electronics and Electric Technology-093400,41,31,57,87,32,7,6,17,9,6
San Mateo ,"Engineering Technology, General (requires Trigonometry)-092400",0,0,1,0,1,0,0,2,0,1
San Mateo ,"Engineering, General (requires Calculus) (Transfer)-090100",4,11,9,9,2,12,13,6,9,11
San Mateo ,English as a Second Language - Integrated-493087,0,0,0,0,0,0,0,0,0,12
San Mateo ,English-150100,4,6,11,13,14,15,21,19,13,16
San Mateo ,Ethnic Studies-220300,3,0,7,8,16,5,6,4,7,8
San Mateo ,Film Studies-061200,4,4,4,3,3,2,2,4,2,2
San Mateo ,"Fine Arts, General-100100",9,3,8,1,2,2,6,8,3,6
San Mateo ,Fire Technology-213300,62,34,45,30,26,25,19,16,11,20
San Mateo ,Fitness Trainer-083520,7,4,2,2,16,0,1,7,2,17
San Mateo ,Geology-191400,2,1,2,3,0,1,1,0,1,1
San Mateo ,Graphic Art and Design-103000,1,0,0,0,0,0,0,0,0,0
San Mateo ,"Health Professions, Transfer Core Curriculum-126000",0,0,0,24,15,18,8,22,15,20
San Mateo ,History-220500,4,3,5,9,7,7,5,14,6,9
San Mateo ,Human Services-210400,1,0,0,0,0,0,0,0,0,0
San Mateo ,Kinesiology-127000,3,13,16,23,10,10,16,23,15,8
San Mateo ,"Law, General-140100",0,0,0,0,0,0,2,3,2,4
