College,Major,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024
Antelope Valley ,Real Estate-051100,13,4,12,10,7,8,13,35,37,21
Antelope Valley ,Registered Nursing-123010,120,101,99,101,98,111,177,126,102,126
Antelope Valley ,Respiratory Care/Therapy-121000,14,11,10,10,13,16,10,12,18,18
Antelope Valley ,Sign Language Interpreting-085010,32,25,28,25,19,28,29,35,21,7
Antelope Valley ,Sign Language-085000,31,19,27,29,14,15,34,47,25,19
Antelope Valley ,Small Business and Entrepreneurship-050640,12,5,9,5,4,6,2,0,1,0
Antelope Valley ,"Social Sciences, General-220100",360,382,311,334,341,326,314,355,332,365
Antelope Valley ,Sociology-220800,5,16,46,47,55,67,87,69,37,49
Antelope Valley ,Software Applications-070210,8,5,6,5,4,6,2,8,5,8
Antelope Valley ,Spanish-110500,0,4,5,7,5,21,11,9,6,5
Antelope Valley ,Speech Communication-150600,10,20,17,22,23,26,14,28,24,13
Antelope Valley ,Television (including combined TV/Film/Video)-060420,0,0,0,0,0,12,15,16,16,10
Antelope Valley ,The School Age Child-130550,2,0,0,0,3,4,4,8,1,2
Antelope Valley ,Transfer Studies-490110,206,284,448,604,865,785,759,857,734,697
Antelope Valley ,Welding Technology-095650,9,16,18,11,13,8,10,19,28,27
Antelope Valley ,Wildland Fire Technology-213310,2,1,2,0,2,0,1,1,6,11
Bakersfield ,Academic Guidance-493013,0,0,0,0,0,0,0,0,0,1
Bakersfield ,Accounting-050200,51,32,39,38,57,31,48,40,51,44
Bakersfield ,Administration of Justice-210500,56,58,87,126,172,213,218,234,172,141
Bakersfield ,Agricultural Power Equipment Technology-011600,0,0,0,0,0,17,25,17,17,20
Bakersfield ,"Agriculture Business, Sales and Service-011200",6,12,26,35,51,74,75,101,45,142
Bakersfield ,Animal Science-010200,4,12,18,13,31,22,26,39,25,25
Bakersfield ,Anthropology-220200,5,5,8,6,11,22,12,17,8,11
Bakersfield ,Applied Photography-101200,0,0,11,2,11,6,3,9,9,3
Bakersfield ,Architecture and Architectural Technology-020100,11,13,12,11,15,15,6,11,10,13
Bakersfield ,Art-100200,16,6,23,28,51,44,45,57,47,63
Bakersfield ,Automotive Technology-094800,58,62,65,96,139,97,65,103,106,53
Bakersfield ,"Biology, General-040100",65,69,84,154,299,265,277,326,293,270
Bakersfield ,Business Administration-050500,132,99,110,161,168,157,205,236,213,253
Bakersfield ,"Business and Commerce, General-050100",0,25,22,24,25,14,9,0,0,0
Bakersfield ,Carpentry-095210,0,0,2,0,0,0,0,0,0,0
Bakersfield ,Certified Nurse Assistant-123030,123,186,131,29,77,0,41,0,0,0
Bakersfield ,"Chemistry, General-190500",3,4,6,3,5,5,0,8,5,0
Bakersfield ,Child and Adolescent Development-130510,0,0,0,0,0,0,0,0,9,78
Bakersfield ,Child Development/Early Care and Education-130500,277,305,302,384,538,363,312,215,174,159
Bakersfield ,Civil and Construction Management Technology-095700,0,0,0,0,0,0,3,3,16,3
Bakersfield ,Commercial Music-100500,0,0,0,6,6,19,7,6,13,29
Bakersfield ,Community Health Care Worker-126100,0,0,0,0,0,0,0,23,1,2
Bakersfield ,Computer Information Systems-070200,3,0,3,1,1,0,1,0,0,0
Bakersfield ,Computer Infrastructure and Support-070800,0,0,3,2,5,8,7,7,5,5
Bakersfield ,Computer Programming-070710,0,0,1,0,0,0,0,0,0,0
Bakersfield ,Computer Science (Transfer)-070600,1,4,9,16,17,20,32,41,37,41
Bakersfield ,Construction Crafts Technology-095200,1,1,2,2,4,3,0,1,1,1
Bakersfield ,Corrections-210510,4,1,2,1,3,2,1,3,2,1
Bakersfield ,Culinary Arts-130630,18,20,24,26,30,17,9,32,19,18
Bakersfield ,Customer Service-051800,0,0,0,0,0,0,1,27,15,7
Bakersfield ,Dietetic Services and Management-130620,6,7,4,5,1,5,2,6,8,5
Bakersfield ,Drafting Technology-095300,35,41,47,46,69,49,29,11,5,4
Bakersfield ,Dramatic Arts-100700,1,6,5,7,14,14,17,16,11,8
Bakersfield ,Economics-220400,9,9,2,9,20,32,22,29,23,19
Bakersfield ,Educational Aide (Teacher Assistant)-080200,0,0,0,0,0,0,9,11,16,13
Bakersfield ,Educational Technology-086000,0,0,0,0,0,0,26,190,1,0
Bakersfield ,Electrical-095220,5,8,14,35,24,12,0,41,4,0
Bakersfield ,Electro-Mechanical Technology-093500,0,0,0,7,36,27,51,68,96,80
Bakersfield ,Electronics and Electric Technology-093400,63,67,61,94,92,33,34,36,26,25
Bakersfield ,Emergency Medical Services-125000,115,79,212,143,156,88,50,22,0,0
Bakersfield ,"Engineering Technology, General (requires Trigonometry)-092400",1,0,0,0,2,2,0,3,3,3
Bakersfield ,"Engineering, General (requires Calculus) (Transfer)-090100",2,5,2,11,11,15,18,31,23,29
Bakersfield ,English as a Second Language - Integrated-493087,0,0,0,0,0,0,0,0,2,1
Bakersfield ,English as a Second Language - Listening and Speaking-493086,0,0,0,0,0,0,0,1,3,2
Bakersfield ,English as a Second Language - Reading-493085,0,0,0,0,0,0,0,0,1,0
Bakersfield ,English as a Second Language - Writing-493084,0,0,0,0,0,0,0,1,0,2
Bakersfield ,English-150100,11,12,16,28,19,42,42,34,27,33
Bakersfield ,Environmental Control Technology-094600,0,0,0,0,8,3,11,6,16,20
Bakersfield ,Environmental Science-030100,0,0,0,0,0,0,0,0,2,1
Bakersfield ,Ethnic Studies-220300,0,1,0,0,0,0,0,0,0,0
Bakersfield ,"Fine Arts, General-100100",0,0,0,0,4,11,14,12,11,20
Bakersfield ,Fire Academy-213350,0,1,0,0,0,0,0,0,0,1
Bakersfield ,Fire Technology-213300,29,33,41,31,38,28,30,49,73,41
Bakersfield ,Food Processing and Related Technologies-011300,0,0,0,0,0,0,1,2,5,8
Bakersfield ,Forestry-011400,12,12,13,20,19,24,10,14,13,10
Bakersfield ,Geology-191400,0,0,2,0,3,0,1,0,0,1
Bakersfield ,Graphic Art and Design-103000,10,16,31,25,20,1,8,7,19,21
Bakersfield ,Health Information Technology-122300,0,0,0,0,0,3,3,10,10,14
Bakersfield ,"Health Occupations, General-120100",0,0,0,1,9,9,11,15,16,24
Bakersfield ,"Health Professions, Transfer Core Curriculum-126000",6,11,13,13,11,4,7,0,0,0
Bakersfield ,History-220500,23,21,33,33,55,74,76,90,72,103
Bakersfield ,Horticulture-010900,1,4,7,1,1,4,0,4,4,2
Bakersfield ,Human Services-210400,49,56,40,52,54,35,39,57,22,21
Bakersfield ,Industrial and Occupational Safety and Health-095670,0,0,0,0,0,4,2,3,13,17
Bakersfield ,Industrial Systems Technology and Maintenance-094500,0,0,0,0,0,0,5,7,3,6
Bakersfield ,"Information Technology, General-070100",0,0,0,0,0,0,0,1,1,2
Bakersfield ,International Studies-221000,0,0,0,1,0,1,0,0,0,0
Bakersfield ,Japanese-110800,0,0,0,0,0,0,1,3,5,8
Bakersfield ,Journalism-060200,5,7,7,6,13,15,18,11,14,9
Bakersfield ,Kinesiology-127000,3,5,20,27,31,32,25,30,20,41
Bakersfield ,"Law, General-140100",0,0,0,0,0,0,0,0,1,4
Bakersfield ,Leadership Skills Development-493072,0,0,0,0,0,0,0,0,14,0
Bakersfield ,"Liberal Arts and Sciences, General-490100",121,26,25,34,"1,052","1,667","1,858","2,361","2,012","2,121"
Bakersfield ,Liberal Studies-490120,0,128,113,87,233,182,99,103,83,87
Bakersfield ,Licensed Vocational Nursing-123020,20,20,23,21,21,18,27,2,26,25
Bakersfield ,Logistics and Materials Transportation-051000,0,0,0,0,0,0,0,0,4,22
Bakersfield ,Machining and Machine Tools-095630,12,34,15,7,40,47,24,0,0,0
Bakersfield ,Manufacturing and Industrial Technology-095600,1,2,4,7,6,9,4,4,7,2
Bakersfield ,Marketing and Distribution-050900,5,5,6,0,0,1,1,1,0,0
Bakersfield ,"Mathematics, General-170100",8,16,13,31,32,44,35,54,46,51
Bakersfield ,Mill and Cabinet Work-095250,6,2,1,2,0,1,2,0,2,1
Bakersfield ,Multimedia-061410,0,0,0,6,12,0,3,5,20,14
Bakersfield ,Music-100400,5,7,5,9,13,16,7,10,5,13
Bakersfield ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,5,6,2,3,8,9
Bakersfield ,Office Management-051440,0,0,0,0,10,7,11,10,8,6
Bakersfield ,Office Technology/Office Computer Applications-051400,17,18,19,32,28,9,6,3,9,26
Bakersfield ,Other Business and Management-059900,2,0,1,0,0,0,0,0,0,0
Bakersfield ,Other Education-089900,0,0,0,0,0,0,0,0,1,1
Bakersfield ,Paramedic-125100,0,0,0,12,7,3,12,37,36,27
Bakersfield ,Philosophy-150900,3,6,2,9,12,7,10,14,5,7
Bakersfield ,Phlebotomy-120510,0,20,22,18,0,0,19,0,0,0
Bakersfield ,Physical Education-083500,2,0,2,0,1,0,0,0,0,0
Bakersfield ,Physical Therapist Assistant-122200,0,0,0,0,0,0,0,0,0,13
Bakersfield ,"Physics, General-190200",2,11,15,20,18,33,23,30,27,28
Bakersfield ,Plant Science-010300,10,5,9,8,9,17,13,12,16,11
Bakersfield ,"Plumbing, Pipefitting and Steamfitting-095230",9,3,3,9,6,5,0,28,0,0
Bakersfield ,Political Science-220700,12,10,26,20,36,45,47,62,35,36
Bakersfield ,"Psychology, General-200100",91,97,100,140,218,293,363,394,326,356
Bakersfield ,Radiologic Technology-122500,17,40,43,36,20,24,38,12,22,23
Bakersfield ,Registered Nursing-123010,134,111,125,120,111,122,134,127,148,192
Bakersfield ,Restaurant and Food Services and Management-130710,4,2,3,1,0,0,0,0,0,0
Bakersfield ,Retail Store Operations and Management-050650,1,0,1,0,0,0,0,1,0,0
Bakersfield ,Sales and Salesmanship-050940,0,0,0,0,0,0,0,10,1,1
Bakersfield ,Sheet Metal and Structural Metal-095640,5,0,5,0,5,0,0,16,15,6
Bakersfield ,Sign Language Interpreting-085010,0,0,0,0,0,3,10,4,7,4
Bakersfield ,Sign Language-085000,28,24,33,33,40,42,33,30,28,16
Bakersfield ,Small Business and Entrepreneurship-050640,0,0,0,0,0,0,0,21,25,49
Bakersfield ,Social Justice Studies-220130,0,0,0,0,0,0,0,0,2,2
Bakersfield ,Sociology-220800,21,15,27,46,67,94,146,135,123,121
Bakersfield ,Spanish-110500,9,11,20,25,42,56,37,46,58,66
Bakersfield ,Speech Communication-150600,133,257,138,286,325,207,181,251,189,122
Bakersfield ,Transfer Studies-490110,0,0,0,866,"1,438","1,545","1,554","2,045","1,630","1,822"
Bakersfield ,Website Design and Development-061430,0,0,0,1,0,1,1,0,1,4
Bakersfield ,Welding Technology-095650,68,76,95,92,58,50,42,18,13,13
Bakersfield ,Wildland Fire Technology-213310,1,2,4,3,3,3,1,0,3,1
Barstow ,Accounting-050200,11,10,14,11,10,17,24,13,14,17
Barstow ,Administration of Justice-210500,18,36,18,29,24,37,52,40,27,76
Barstow ,Administrative Medical Assisting-120820,1,0,0,0,0,0,0,0,0,0
Barstow ,Applied Photography-101200,0,0,0,0,5,4,4,2,1,11
Barstow ,Art-100200,0,0,0,0,0,0,1,1,5,7
Barstow ,Automotive Technology-094800,4,10,6,11,5,9,8,13,10,28
Barstow ,Biological and Physical Sciences (and Mathematics)-490200,24,22,17,23,21,43,68,64,46,10
Barstow ,"Biology, General-040100",0,0,0,0,0,0,0,4,10,9
Barstow ,Business Administration-050500,1,6,19,20,32,24,51,66,79,86
Barstow ,"Business and Commerce, General-050100",19,19,18,8,10,21,23,14,17,28
Barstow ,Business Management-050600,25,16,17,13,16,22,18,16,7,12
Barstow ,"Chemistry, General-190500",0,0,0,0,0,0,0,0,3,4
Barstow ,Child Development/Early Care and Education-130500,9,13,17,33,36,30,51,39,30,45
Barstow ,Computer Information Systems-070200,1,3,0,0,0,0,5,12,27,78
Barstow ,Computer Science (Transfer)-070600,0,0,0,0,0,0,0,3,2,5
Barstow ,Corrections-210510,0,0,0,0,0,0,1,1,3,2
Barstow ,Cosmetology and Barbering-300700,13,7,8,15,49,31,31,38,47,54
Barstow ,Diesel Technology-094700,2,2,7,11,12,16,8,7,8,19
Barstow ,Electronics and Electric Technology-093400,1,0,1,0,1,1,1,2,12,13
Barstow ,Emergency Medical Services-125000,0,0,0,0,0,0,0,2,5,5
Barstow ,English as a Second Language - Integrated-493087,0,0,0,0,0,0,0,0,0,13
Barstow ,English-150100,0,0,2,3,2,4,1,7,1,7
Barstow ,Environmental Science-030100,0,0,0,0,0,0,0,0,1,0
Barstow ,"Fine Arts, General-100100",0,0,1,0,3,5,4,4,2,3
Barstow ,"Health Professions, Transfer Core Curriculum-126000",0,0,0,0,0,0,0,3,20,51
Barstow ,History-220500,0,0,1,2,2,2,4,2,4,3
Barstow ,Humanities-490300,48,45,37,40,41,48,49,28,35,34
Barstow ,Industrial Systems Technology and Maintenance-094500,0,0,5,9,10,19,20,18,40,46
Barstow ,Kinesiology-127000,0,0,0,0,0,0,2,4,6,9
Barstow ,"Liberal Arts and Sciences, General-490100",0,0,0,0,0,0,0,6,40,73
Barstow ,Liberal Studies-490120,0,0,0,0,0,0,1,3,3,2
Barstow ,Logistics and Materials Transportation-051000,3,5,0,1,1,1,6,14,7,35
Barstow ,"Mathematics, General-170100",0,0,0,0,0,0,0,0,0,1
Barstow ,Office Technology/Office Computer Applications-051400,1,0,0,0,1,0,3,1,0,0
Barstow ,Philosophy-150900,0,0,0,0,0,0,1,0,1,0
Barstow ,Photography-101100,2,4,4,4,2,2,0,0,0,0
Barstow ,Political Science-220700,0,0,2,0,2,2,3,2,1,5
Barstow ,"Psychology, General-200100",5,5,25,25,28,39,60,50,47,45
Barstow ,Small Business and Entrepreneurship-050640,0,0,0,0,0,0,0,1,2,9
Barstow ,Social Justice Studies-220130,0,0,0,0,0,0,1,1,1,0
Barstow ,"Social Sciences, General-220100",107,123,130,152,180,159,128,70,43,11
Barstow ,Sociology-220800,4,3,15,9,22,15,20,14,10,16
Barstow ,Speech Communication-150600,0,0,0,0,0,0,0,8,4,8
Barstow ,Study Skills-493014,0,0,0,0,0,0,0,0,0,94
Barstow ,Welding Technology-095650,4,8,6,27,21,35,13,10,20,47
Berkeley City ,Accounting-050200,18,18,12,11,12,8,8,14,9,3
Berkeley City ,Animation-061440,17,1,16,16,9,5,7,12,10,9
Berkeley City ,Anthropology-220200,2,6,15,9,6,8,5,6,3,4
Berkeley City ,Art-100200,5,6,2,9,7,4,10,11,13,8
Berkeley City ,"Biology, General-040100",0,0,6,9,5,15,16,11,11,8
Berkeley City ,Biotechnology and Biomedical Technology-043000,8,13,3,18,2,5,5,10,20,13
Berkeley City ,Business Administration-050500,19,20,30,36,41,52,49,40,39,44
Berkeley City ,"Business and Commerce, General-050100",13,6,16,7,8,11,10,8,3,5
Berkeley City ,Child and Adolescent Development-130510,0,0,0,0,0,0,0,0,0,3
Berkeley City ,Community Health Care Worker-126100,0,0,0,0,0,23,9,76,66,86
Berkeley City ,Computer Graphics and Digital Imagery-061460,0,0,3,0,0,0,1,3,1,1
Berkeley City ,Computer Information Systems-070200,0,0,2,2,0,0,0,3,0,2
Berkeley City ,Computer Programming-070710,2,5,9,4,3,2,2,2,8,0
Berkeley City ,Creative Writing-150700,1,4,5,5,2,4,5,4,3,4
Berkeley City ,Digital Media-061400,0,0,0,2,6,1,1,2,2,1
Berkeley City ,Economics-220400,0,8,16,21,20,27,21,23,28,23
Berkeley City ,Educational Aide (Teacher Assistant)-080200,0,0,0,2,1,1,2,7,10,31
Berkeley City ,Electronic Game Design-061420,0,0,0,0,0,0,1,0,2,1
Berkeley City ,English as a Second Language - Integrated-493087,44,46,60,57,34,25,15,11,9,9
Berkeley City ,English as a Second Language - Writing-493084,0,0,0,0,0,1,0,1,0,0
Berkeley City ,English-150100,11,9,9,73,72,125,96,86,92,83
Berkeley City ,Film Production-061220,0,1,5,6,10,9,2,4,10,6
Berkeley City ,"Fine Arts, General-100100",1,2,6,4,3,6,1,2,1,3
Berkeley City ,General Studies-493000,0,6,1,11,3,1,1,0,2,0
Berkeley City ,Gerontology-130900,8,9,6,5,9,2,0,0,0,0
Berkeley City ,Global Studies-221020,0,0,0,0,2,4,4,5,3,2
Berkeley City ,History-220500,3,2,13,5,8,5,7,9,6,4
Berkeley City ,Human Services-210400,12,8,13,8,7,18,16,21,41,32
Berkeley City ,Humanities and Fine Arts-490310,8,35,0,0,0,0,0,0,0,0
Berkeley City ,Humanities and Social Sciences-490330,73,95,81,95,78,75,89,77,67,87
Berkeley City ,International Studies-221000,0,2,3,1,2,2,0,0,0,0
Berkeley City ,Laboratory Science Technology-095500,0,0,1,10,12,4,12,6,3,7
Berkeley City ,"Liberal Arts and Sciences, General-490100",2,7,37,40,31,30,31,26,21,19
Berkeley City ,Liberal Studies-490120,0,1,2,1,6,1,4,5,2,1
Berkeley City ,"Mathematics, General-170100",11,20,22,26,13,22,22,14,13,27
Berkeley City ,Multimedia-061410,70,16,42,23,25,17,2,6,4,3
Berkeley City ,Office Technology/Office Computer Applications-051400,2,1,1,0,0,1,0,2,0,0
Berkeley City ,Other Education-089900,0,0,0,0,0,0,10,7,14,34
Berkeley City ,Other Fine and Applied Arts-109900,1,0,1,0,1,0,0,0,0,0
Berkeley City ,Other Health Occupations-129900,3,4,5,1,2,0,0,0,0,0
Berkeley City ,Painting and Drawing-100210,1,0,0,1,0,1,0,0,0,0
Berkeley City ,Philosophy-150900,1,2,3,1,2,6,1,0,2,0
Berkeley City ,"Physics, General-190200",0,0,0,0,0,0,0,0,0,4
Berkeley City ,Political Science-220700,18,27,34,24,18,33,18,14,16,13
Berkeley City ,"Psychology, General-200100",18,23,30,34,48,36,49,48,33,41
Berkeley City ,Sign Language-085000,12,8,9,22,13,9,13,5,3,5
Berkeley City ,Sociology-220800,24,28,36,35,35,40,54,31,20,29
Berkeley City ,Software Applications-070210,0,0,0,0,1,0,0,0,0,0
Berkeley City ,Spanish-110500,5,8,11,6,6,2,1,2,0,3
Berkeley City ,Speech Communication-150600,2,15,10,24,18,19,16,17,11,19
Berkeley City ,Study Skills-493014,0,0,0,0,0,0,0,0,1,0
Berkeley City ,Television (including combined TV/Film/Video)-060420,0,0,0,1,8,6,6,12,6,2
Berkeley City ,Transfer Studies-490110,192,231,309,347,351,435,397,315,249,281
Berkeley City ,Unknown-999999,0,6,0,0,0,0,0,0,0,0
Berkeley City ,Website Design and Development-061430,15,4,2,6,7,5,1,2,5,6
Berkeley City ,Women's Studies-220110,0,1,0,1,0,0,0,0,2,1
Berkeley City ,World Wide Web Administration-070900,0,4,0,0,0,0,0,0,0,0
Butte ,Accounting-050200,74,53,74,53,30,44,50,41,55,46
Butte ,Administration of Justice-210500,51,71,87,115,119,113,178,83,90,74
Butte ,Agricultural Pest Control Adviser and Operator (Licensed)-010310,3,1,3,0,3,0,5,1,0,1
Butte ,Agricultural Power Equipment Technology-011600,10,4,14,13,5,5,6,7,6,11
Butte ,"Agriculture Business, Sales and Service-011200",13,13,21,17,16,29,13,22,26,24
Butte ,"Agriculture Technology and Sciences, General-010100",7,4,7,7,2,3,4,2,2,0
Butte ,Alcohol and Controlled Substances-210440,1,0,0,0,0,0,0,0,1,0
Butte ,Anthropology-220200,5,14,11,9,14,17,14,12,9,12
Butte ,Applied Photography-101200,9,5,10,5,3,4,2,5,1,6
Butte ,Art-100200,10,12,11,19,11,21,20,11,18,27
Butte ,Automotive Technology-094800,34,31,23,40,40,11,15,14,27,24
Butte ,"Biology, General-040100",11,11,9,17,15,6,24,19,14,17
Butte ,Business Administration-050500,100,110,120,107,126,128,89,91,87,86
Butte ,Business Management-050600,14,11,9,22,12,16,11,16,15,25
Butte ,Ceramics-100230,4,4,3,11,6,5,1,1,2,8
Butte ,Certified Nurse Assistant-123030,43,29,69,60,44,67,78,91,100,130
Butte ,"Chemistry, General-190500",3,1,5,2,4,1,4,4,7,2
Butte ,Child and Adolescent Development-130510,0,0,0,3,11,19,26,23,28,22
Butte ,Child Development/Early Care and Education-130500,104,107,172,164,175,145,156,180,129,84
Butte ,Commercial Music-100500,8,2,5,10,18,19,9,3,4,5
Butte ,Computer Information Systems-070200,47,47,38,26,55,21,18,43,15,9
Butte ,Computer Infrastructure and Support-070800,0,0,0,0,0,0,0,6,7,0
Butte ,Computer Science (Transfer)-070600,4,9,9,14,10,16,14,19,17,19
Butte ,Computer Support-070820,0,0,0,0,0,0,0,3,1,2
Butte ,Construction Crafts Technology-095200,0,0,0,0,0,17,3,18,8,8
Butte ,Construction Inspection-095720,3,0,0,0,1,0,0,1,0,0
Butte ,Cosmetology and Barbering-300700,163,174,234,158,34,46,49,34,98,110
Butte ,Diesel Technology-094700,0,0,0,0,0,1,3,10,6,6
Butte ,Drafting Technology-095300,25,46,33,24,41,25,28,13,15,31
Butte ,Dramatic Arts-100700,8,5,5,10,21,12,10,10,1,1
Butte ,E-Commerce (Business emphasis)-050970,0,0,1,1,1,1,4,0,1,3
Butte ,Economics-220400,0,0,2,6,10,9,7,9,11,6
Butte ,Educational Aide (Teacher Assistant)-080200,0,0,0,0,0,1,5,0,0,0
Butte ,Emergency Medical Services-125000,0,0,7,44,95,56,53,60,58,0
Butte ,"Engineering Technology, General (requires Trigonometry)-092400",0,5,8,4,6,2,3,5,11,8
Butte ,"Engineering, General (requires Calculus) (Transfer)-090100",0,2,7,1,3,4,1,5,2,5
Butte ,English as a Second Language - Integrated-493087,6,16,16,16,21,0,0,0,0,0
Butte ,English-150100,11,11,8,15,18,14,22,19,19,19
Butte ,Environmental Control Technology-094600,0,0,0,0,0,18,19,43,29,29
Butte ,Environmental Science-030100,1,0,0,1,0,0,1,3,0,1
Butte ,Ethnic Studies-220300,0,0,0,0,0,0,1,1,0,3
Butte ,Fashion Merchandising-130320,10,7,4,4,6,5,2,2,3,3
Butte ,"Fine Arts, General-100100",3,6,2,4,2,5,11,7,7,6
Butte ,Fire Academy-213350,95,99,91,100,113,118,72,74,79,71
Butte ,Fire Technology-213300,58,49,59,57,67,27,45,30,30,23
Butte ,Floriculture / Floristry-010920,2,2,5,2,10,5,3,5,1,2
Butte ,Forestry-011400,0,0,0,0,0,0,2,1,1,2
Butte ,Geography-220600,0,2,1,4,1,0,0,1,3,2
Butte ,Geology-191400,0,1,0,0,1,1,1,0,1,1
Butte ,Graphic Art and Design-103000,4,11,9,13,17,13,11,8,12,5
Butte ,Health Information Coding-122310,0,0,0,3,14,4,12,5,6,6
Butte ,"Health Occupations, General-120100",0,0,0,0,0,2,4,1,15,48
Butte ,Heavy Equipment Operation-094730,39,38,32,32,27,29,25,30,37,55
Butte ,History-220500,7,13,10,12,13,12,14,11,7,15
Butte ,Home Health Aide-123080,32,25,0,0,0,0,0,0,0,2
Butte ,Horticulture-010900,4,6,8,8,7,4,8,3,4,3
Butte ,Humanities-490300,5,3,2,1,1,0,0,0,0,0
